2021-08-16,5846
2021-08-17,1120
2021-08-18,956
2021-08-19,1437
2021-08-20,2594
2021-08-21,2552
2021-08-22,2268
2021-08-23,1830
2021-08-24,1808
2021-08-25,1482
2021-08-26,1675
2021-08-27,2075
2021-08-28,1989
2021-08-29,1727
2021-08-30,641
